Participant_id,Event,False_event,False_event_num_words,EL_num_words,is_positive_gain,embedded_lie_num,embedded_lie,enriched_lie,enriched_lie_word_count_controlled
587905adc34844000174ee45,A job interview for your dream job,"The job interview for my dream job was in 2023. Two senior people interviewed me: the Chief of Technology Officer and the Director of Product Development. The interview started at 11 a.m. I had spent the week before preparing. The interviewers asked many questions about my technical skills, problem-solving, and project management experience. They also asked about my goals and motivations. The positive interaction and interesting conversations made the experience very rewarding.",73,22,1,1,Two senior people interviewed me: the Chief of Technology Officer and the Director of Product Development.,Two senior people interviewed me: the Chief of Technology Officer and the Director of Product Development.,16
587905adc34844000174ee45,A job interview for your dream job,"The job interview for my dream job was in 2023. Two senior people interviewed me: the Chief of Technology Officer and the Director of Product Development. The interview started at 11 a.m. I had spent the week before preparing. The interviewers asked many questions about my technical skills, problem-solving, and project management experience. They also asked about my goals and motivations. The positive interaction and interesting conversations made the experience very rewarding.",73,22,1,2,The interview started at 11 a.m.,The interview started at 11 a.m.,6
588cbd070288bf0001ddc81d,A job interview for your dream job,"I received a message on LinkedIn from a recruiter claiming to work for my dream company (a big tech company), saying that my profiled looked very interesting and wanted to set up a phone call. I was so convinced it was a scam, I actually bought a new phone number just for this interview, in order to keep my real phone number safe.
In the end it wasn't a scam, and the interview went so well I managed to advance to the next steps, which consisted in some technical interviews to see how good I am analysing problems. I had a couple weeks to prepare for the first technical test.
When I did the first technical test I nailed it! I was able to explain different approaches to solve the problem and which one was more optimal depending on the volume of data, so I advanced to the next step which consisted in another technical interview. Unluckily, this technical test didn't go so well. I barely found one solution to the problem and it wasn't very optimal, so the company didn't move forward with my application. 
After all, I think it was a positive experience and I realised that with enough preparation I could get my dream job, even if it didn't work this time.",220,33,1,1,When I did the first technical test I nailed it!,When I did the first technical test I nailed it!,10
588cbd070288bf0001ddc81d,A job interview for your dream job,"I received a message on LinkedIn from a recruiter claiming to work for my dream company (a big tech company), saying that my profiled looked very interesting and wanted to set up a phone call. I was so convinced it was a scam, I actually bought a new phone number just for this interview, in order to keep my real phone number safe.
In the end it wasn't a scam, and the interview went so well I managed to advance to the next steps, which consisted in some technical interviews to see how good I am analysing problems. I had a couple weeks to prepare for the first technical test.
When I did the first technical test I nailed it! I was able to explain different approaches to solve the problem and which one was more optimal depending on the volume of data, so I advanced to the next step which consisted in another technical interview. Unluckily, this technical test didn't go so well. I barely found one solution to the problem and it wasn't very optimal, so the company didn't move forward with my application. 
After all, I think it was a positive experience and I realised that with enough preparation I could get my dream job, even if it didn't work this time.",220,33,1,2,I was able to explain different approaches to solve the problem and which one was more optimal depending on the volume of data,I was able to explain different approaches to solve the problem and which one was more optimal depending on the volume of data,23
58dff341282ab00001e9ce26,Being hospitalised and undergoing surgery,"i have being hospitalised and underdoing surgery , it was a asthetics intervencion to attempt an important event in my life, i was in a fitness competition and i won the first prize, in severel moments i was thinking that maybe i will be desclassified if they discovery that i was ""remodeling"" all my abs and curves , but that never happened and i won the competitions, millions and huge prizes like partnerships, travels and followers , im a millionaire now just for get this surgery",84,20,0,1,asthetics intervencion,"have being hospitalised and underdoing surgery , it was a asthetics intervencion to attempt an important event in my life, i was",22
58dff341282ab00001e9ce26,Being hospitalised and undergoing surgery,"i have being hospitalised and underdoing surgery , it was a asthetics intervencion to attempt an important event in my life, i was in a fitness competition and i won the first prize, in severel moments i was thinking that maybe i will be desclassified if they discovery that i was ""remodeling"" all my abs and curves , but that never happened and i won the competitions, millions and huge prizes like partnerships, travels and followers , im a millionaire now just for get this surgery",84,20,0,2,fitness competition,"an important event in my life, i was in a fitness competition and i won the first prize, in severel moments i",22
58dff341282ab00001e9ce26,Being hospitalised and undergoing surgery,"i have being hospitalised and underdoing surgery , it was a asthetics intervencion to attempt an important event in my life, i was in a fitness competition and i won the first prize, in severel moments i was thinking that maybe i will be desclassified if they discovery that i was ""remodeling"" all my abs and curves , but that never happened and i won the competitions, millions and huge prizes like partnerships, travels and followers , im a millionaire now just for get this surgery",84,20,0,3,won the first prize,won the first prize,4
58dff341282ab00001e9ce26,Being hospitalised and undergoing surgery,"i have being hospitalised and underdoing surgery , it was a asthetics intervencion to attempt an important event in my life, i was in a fitness competition and i won the first prize, in severel moments i was thinking that maybe i will be desclassified if they discovery that i was ""remodeling"" all my abs and curves , but that never happened and i won the competitions, millions and huge prizes like partnerships, travels and followers , im a millionaire now just for get this surgery",84,20,0,4,won the competitions,won the competitions,3
58dff341282ab00001e9ce26,Being hospitalised and undergoing surgery,"i have being hospitalised and underdoing surgery , it was a asthetics intervencion to attempt an important event in my life, i was in a fitness competition and i won the first prize, in severel moments i was thinking that maybe i will be desclassified if they discovery that i was ""remodeling"" all my abs and curves , but that never happened and i won the competitions, millions and huge prizes like partnerships, travels and followers , im a millionaire now just for get this surgery",84,20,0,5,im a millionaire,"millions and huge prizes like partnerships, travels and followers , im a millionaire now just for get this surgery",19
58dff341282ab00001e9ce26,Being hospitalised and undergoing surgery,"i have being hospitalised and underdoing surgery , it was a asthetics intervencion to attempt an important event in my life, i was in a fitness competition and i won the first prize, in severel moments i was thinking that maybe i will be desclassified if they discovery that i was ""remodeling"" all my abs and curves , but that never happened and i won the competitions, millions and huge prizes like partnerships, travels and followers , im a millionaire now just for get this surgery",84,20,0,6,"millions and huge prizes like partnerships,","millions and huge prizes like partnerships,",6
58e52aa56112f70001f47096,Missing a deadline at work because of bad organisation,"About 6 months ago I was due to submit a piece of work which was to be the final in my portfolio to becoming a psychologist. There was a lot of pressure to get this in on time, because due to staff shortages, the psychology team were running at a reduced capacity and if I submitted  on time, then I would be able to step up into the qualified role. I had difficulty initially, because my supervisor was on long-term sick, and it was a struggle to get the organisation to identify another supervisor for me. This again was due to wider staffing issues within the organisation. Eventually a supervisor was identified and we began our supervisory relationship through completing a supervision contract. This is standard within the organisation, however as part of this contracting I introduced a condition to suggest that I be supported in achieving the submitting my work against the deadline. My new supervisor agreed to this, and helpfully, we spent time planning exactly how we could both work together to ensure this was acheivable.",179,110,0,1,6 months ago I was due to submit,6 months ago I was due to submit,8
58e52aa56112f70001f47096,Missing a deadline at work because of bad organisation,"About 6 months ago I was due to submit a piece of work which was to be the final in my portfolio to becoming a psychologist. There was a lot of pressure to get this in on time, because due to staff shortages, the psychology team were running at a reduced capacity and if I submitted  on time, then I would be able to step up into the qualified role. I had difficulty initially, because my supervisor was on long-term sick, and it was a struggle to get the organisation to identify another supervisor for me. This again was due to wider staffing issues within the organisation. Eventually a supervisor was identified and we began our supervisory relationship through completing a supervision contract. This is standard within the organisation, however as part of this contracting I introduced a condition to suggest that I be supported in achieving the submitting my work against the deadline. My new supervisor agreed to this, and helpfully, we spent time planning exactly how we could both work together to ensure this was acheivable.",179,110,0,2,There was a lot of pressure to get this in on time,There was a lot of pressure to get this in on time,12
58e52aa56112f70001f47096,Missing a deadline at work because of bad organisation,"About 6 months ago I was due to submit a piece of work which was to be the final in my portfolio to becoming a psychologist. There was a lot of pressure to get this in on time, because due to staff shortages, the psychology team were running at a reduced capacity and if I submitted  on time, then I would be able to step up into the qualified role. I had difficulty initially, because my supervisor was on long-term sick, and it was a struggle to get the organisation to identify another supervisor for me. This again was due to wider staffing issues within the organisation. Eventually a supervisor was identified and we began our supervisory relationship through completing a supervision contract. This is standard within the organisation, however as part of this contracting I introduced a condition to suggest that I be supported in achieving the submitting my work against the deadline. My new supervisor agreed to this, and helpfully, we spent time planning exactly how we could both work together to ensure this was acheivable.",179,110,0,3,the psychology team were running at a reduced capacity,the psychology team were running at a reduced capacity,9
58e52aa56112f70001f47096,Missing a deadline at work because of bad organisation,"About 6 months ago I was due to submit a piece of work which was to be the final in my portfolio to becoming a psychologist. There was a lot of pressure to get this in on time, because due to staff shortages, the psychology team were running at a reduced capacity and if I submitted  on time, then I would be able to step up into the qualified role. I had difficulty initially, because my supervisor was on long-term sick, and it was a struggle to get the organisation to identify another supervisor for me. This again was due to wider staffing issues within the organisation. Eventually a supervisor was identified and we began our supervisory relationship through completing a supervision contract. This is standard within the organisation, however as part of this contracting I introduced a condition to suggest that I be supported in achieving the submitting my work against the deadline. My new supervisor agreed to this, and helpfully, we spent time planning exactly how we could both work together to ensure this was acheivable.",179,110,0,5,"I had difficulty initially, because my supervisor was on long-term sick","I had difficulty initially, because my supervisor was on long-term sick",11
58e52aa56112f70001f47096,Missing a deadline at work because of bad organisation,"About 6 months ago I was due to submit a piece of work which was to be the final in my portfolio to becoming a psychologist. There was a lot of pressure to get this in on time, because due to staff shortages, the psychology team were running at a reduced capacity and if I submitted  on time, then I would be able to step up into the qualified role. I had difficulty initially, because my supervisor was on long-term sick, and it was a struggle to get the organisation to identify another supervisor for me. This again was due to wider staffing issues within the organisation. Eventually a supervisor was identified and we began our supervisory relationship through completing a supervision contract. This is standard within the organisation, however as part of this contracting I introduced a condition to suggest that I be supported in achieving the submitting my work against the deadline. My new supervisor agreed to this, and helpfully, we spent time planning exactly how we could both work together to ensure this was acheivable.",179,110,0,6,it was a struggle to get the organisation to identify another supervisor for me.,it was a struggle to get the organisation to identify another supervisor for me.,14
58e52aa56112f70001f47096,Missing a deadline at work because of bad organisation,"About 6 months ago I was due to submit a piece of work which was to be the final in my portfolio to becoming a psychologist. There was a lot of pressure to get this in on time, because due to staff shortages, the psychology team were running at a reduced capacity and if I submitted  on time, then I would be able to step up into the qualified role. I had difficulty initially, because my supervisor was on long-term sick, and it was a struggle to get the organisation to identify another supervisor for me. This again was due to wider staffing issues within the organisation. Eventually a supervisor was identified and we began our supervisory relationship through completing a supervision contract. This is standard within the organisation, however as part of this contracting I introduced a condition to suggest that I be supported in achieving the submitting my work against the deadline. My new supervisor agreed to this, and helpfully, we spent time planning exactly how we could both work together to ensure this was acheivable.",179,110,0,7,This again was due to wider staffing issues within the organisation,This again was due to wider staffing issues within the organisation,11
58e52aa56112f70001f47096,Missing a deadline at work because of bad organisation,"About 6 months ago I was due to submit a piece of work which was to be the final in my portfolio to becoming a psychologist. There was a lot of pressure to get this in on time, because due to staff shortages, the psychology team were running at a reduced capacity and if I submitted  on time, then I would be able to step up into the qualified role. I had difficulty initially, because my supervisor was on long-term sick, and it was a struggle to get the organisation to identify another supervisor for me. This again was due to wider staffing issues within the organisation. Eventually a supervisor was identified and we began our supervisory relationship through completing a supervision contract. This is standard within the organisation, however as part of this contracting I introduced a condition to suggest that I be supported in achieving the submitting my work against the deadline. My new supervisor agreed to this, and helpfully, we spent time planning exactly how we could both work together to ensure this was acheivable.",179,110,0,8,Eventually a supervisor was identified and we began our supervisory relationship through completing a supervision contract,Eventually a supervisor was identified and we began our supervisory relationship through completing a supervision contract,16
58e52aa56112f70001f47096,Missing a deadline at work because of bad organisation,"About 6 months ago I was due to submit a piece of work which was to be the final in my portfolio to becoming a psychologist. There was a lot of pressure to get this in on time, because due to staff shortages, the psychology team were running at a reduced capacity and if I submitted  on time, then I would be able to step up into the qualified role. I had difficulty initially, because my supervisor was on long-term sick, and it was a struggle to get the organisation to identify another supervisor for me. This again was due to wider staffing issues within the organisation. Eventually a supervisor was identified and we began our supervisory relationship through completing a supervision contract. This is standard within the organisation, however as part of this contracting I introduced a condition to suggest that I be supported in achieving the submitting my work against the deadline. My new supervisor agreed to this, and helpfully, we spent time planning exactly how we could both work together to ensure this was acheivable.",179,110,0,9,as part of this contracting I introduced a condition to suggest that I be supported in achieving the submitting my work against the deadline,as part of this contracting I introduced a condition to suggest that I be supported in achieving the submitting my work against the deadline,24
59b53c08834a170001d609d0,Being hospitalised and undergoing surgery,"Me encontraba a bajando las escalera de mi casa, cuando de pronto pisé el borde del escalón perdiendo el equilibrio y rodé por la escalera hasta el fondo golpeándome repetidas veces en mis brazos y piernas, quedando imposibilitado para levantarme debido a que sentía mucho dolor en mi cadera izquierda, manos y hombro izquierdo. Fui llevado en ambulancia al hospital mas cercano donde me practicaron rayos X y comprobaron fractura de fémur izquierdo, muñeca derecha dislocada y fractura de humero izquierdo. Fue realizada cirugía en ambos miembros con colocación de clavos e inmovilización de mano derecha.",96,20,0,2,rodé por la escalera hasta el fondo,rodé por la escalera hasta el fondo,7
59b53c08834a170001d609d0,Being hospitalised and undergoing surgery,"Me encontraba a bajando las escalera de mi casa, cuando de pronto pisé el borde del escalón perdiendo el equilibrio y rodé por la escalera hasta el fondo golpeándome repetidas veces en mis brazos y piernas, quedando imposibilitado para levantarme debido a que sentía mucho dolor en mi cadera izquierda, manos y hombro izquierdo. Fui llevado en ambulancia al hospital mas cercano donde me practicaron rayos X y comprobaron fractura de fémur izquierdo, muñeca derecha dislocada y fractura de humero izquierdo. Fue realizada cirugía en ambos miembros con colocación de clavos e inmovilización de mano derecha.",96,20,0,3,rodé por la escalera hasta el fondo,rodé por la escalera hasta el fondo,7
59f239e8cc514a00011a66fb,A job interview for your dream job,"I applied for a job in which the focus was to use AI in order to capitalize on customer feedback and transform it into meaninful insightful data. The introductory interview went extremely well and I felt like I left a very good first impression. Afterwards, during the technical interview I was able to complete a great portion of the questions. Then when I gave my reasoning for certain choices I made while solving the questions it felt like I was not being heard and no matter how detailed and thorough I was, it felt like it wasn't enough. Even though I felt like I did everything right, applying my knowledge to the utmost of my abilities, I did not get the job. Much to my displeasure.",127,58,1,1,during the technical interview I was able to complete a great portion of the questions,during the technical interview I was able to complete a great portion of the questions,15
59f239e8cc514a00011a66fb,A job interview for your dream job,"I applied for a job in which the focus was to use AI in order to capitalize on customer feedback and transform it into meaninful insightful data. The introductory interview went extremely well and I felt like I left a very good first impression. Afterwards, during the technical interview I was able to complete a great portion of the questions. Then when I gave my reasoning for certain choices I made while solving the questions it felt like I was not being heard and no matter how detailed and thorough I was, it felt like it wasn't enough. Even though I felt like I did everything right, applying my knowledge to the utmost of my abilities, I did not get the job. Much to my displeasure.",127,58,1,2,when I gave my reasoning for certain choices I made while solving the questions it felt like I was not being heard,when I gave my reasoning for certain choices I made while solving the questions it felt like I was not being heard,22
59f239e8cc514a00011a66fb,A job interview for your dream job,"I applied for a job in which the focus was to use AI in order to capitalize on customer feedback and transform it into meaninful insightful data. The introductory interview went extremely well and I felt like I left a very good first impression. Afterwards, during the technical interview I was able to complete a great portion of the questions. Then when I gave my reasoning for certain choices I made while solving the questions it felt like I was not being heard and no matter how detailed and thorough I was, it felt like it wasn't enough. Even though I felt like I did everything right, applying my knowledge to the utmost of my abilities, I did not get the job. Much to my displeasure.",127,58,1,3,"no matter how detailed and thorough I was, it felt like it wasn't enough","no matter how detailed and thorough I was, it felt like it wasn't enough",14
59f239e8cc514a00011a66fb,A job interview for your dream job,"I applied for a job in which the focus was to use AI in order to capitalize on customer feedback and transform it into meaninful insightful data. The introductory interview went extremely well and I felt like I left a very good first impression. Afterwards, during the technical interview I was able to complete a great portion of the questions. Then when I gave my reasoning for certain choices I made while solving the questions it felt like I was not being heard and no matter how detailed and thorough I was, it felt like it wasn't enough. Even though I felt like I did everything right, applying my knowledge to the utmost of my abilities, I did not get the job. Much to my displeasure.",127,58,1,4,I felt like I did everything right,I felt like I did everything right,7
5a60a51863394a0001552447,Taking the bus/train without the ticket,"I typically work from home but that day I needed to go to the office since some VIP customers were coming and I was going to do a presentation for them. I was sure that I had some tickets in my bag from previous trips but I didn't. I arrived at the the train station, tried to look at the machine but there was a huge line. The train that I needed to catch was arriving, I only had 2 minutes so I decided that I would not compromise my work presentation and would take that train even though I didn't have a ticket. I was not sure if it would be possible to buy the ticket on board, I remember someone telling me that it was possible so if I just saw a train worked I would definitely pay for it. I was super nervous the entire time.",151,45,0,1,VIP customers were coming,day I needed to go to the office since some VIP customers were coming and I was going to do a presentation for them.,24
5a60a51863394a0001552447,Taking the bus/train without the ticket,"I typically work from home but that day I needed to go to the office since some VIP customers were coming and I was going to do a presentation for them. I was sure that I had some tickets in my bag from previous trips but I didn't. I arrived at the the train station, tried to look at the machine but there was a huge line. The train that I needed to catch was arriving, I only had 2 minutes so I decided that I would not compromise my work presentation and would take that train even though I didn't have a ticket. I was not sure if it would be possible to buy the ticket on board, I remember someone telling me that it was possible so if I just saw a train worked I would definitely pay for it. I was super nervous the entire time.",151,45,0,2,I was going to do a presentation for them,I was going to do a presentation for them,9
5a60a51863394a0001552447,Taking the bus/train without the ticket,"I typically work from home but that day I needed to go to the office since some VIP customers were coming and I was going to do a presentation for them. I was sure that I had some tickets in my bag from previous trips but I didn't. I arrived at the the train station, tried to look at the machine but there was a huge line. The train that I needed to catch was arriving, I only had 2 minutes so I decided that I would not compromise my work presentation and would take that train even though I didn't have a ticket. I was not sure if it would be possible to buy the ticket on board, I remember someone telling me that it was possible so if I just saw a train worked I would definitely pay for it. I was super nervous the entire time.",151,45,0,3,I was sure that I had some tickets in my bag,I was sure that I had some tickets in my bag,11
5a60a51863394a0001552447,Taking the bus/train without the ticket,"I typically work from home but that day I needed to go to the office since some VIP customers were coming and I was going to do a presentation for them. I was sure that I had some tickets in my bag from previous trips but I didn't. I arrived at the the train station, tried to look at the machine but there was a huge line. The train that I needed to catch was arriving, I only had 2 minutes so I decided that I would not compromise my work presentation and would take that train even though I didn't have a ticket. I was not sure if it would be possible to buy the ticket on board, I remember someone telling me that it was possible so if I just saw a train worked I would definitely pay for it. I was super nervous the entire time.",151,45,0,4,tried to look at the machine but there was a huge line,tried to look at the machine but there was a huge line,12
5a60a51863394a0001552447,Taking the bus/train without the ticket,"I typically work from home but that day I needed to go to the office since some VIP customers were coming and I was going to do a presentation for them. I was sure that I had some tickets in my bag from previous trips but I didn't. I arrived at the the train station, tried to look at the machine but there was a huge line. The train that I needed to catch was arriving, I only had 2 minutes so I decided that I would not compromise my work presentation and would take that train even though I didn't have a ticket. I was not sure if it would be possible to buy the ticket on board, I remember someone telling me that it was possible so if I just saw a train worked I would definitely pay for it. I was super nervous the entire time.",151,45,0,5,I remember someone telling me that it was possible,I remember someone telling me that it was possible,9
5abb9bcff69e940001d9171e,Taking the bus/train without the ticket,"I had a 20 minute break between classes so I left the university because I wanted to buy something to eat. Just when I was walking by the bus stop, my bus was also passing by so I immediately boarded it without any hesitation. Even though I had a ticket with me I didn't validate it because I thought it was a waste to use it when it was only two stops. After a minute I was approached by the ticket inspector. When he asked me to show my ticket I told him that I couldn't validate it because I just boarded the bus and the ticket validator was turned off. He took the ticket from me and validated it for me by himself. He told me I won't get a fine but that I should have approached him myself earlier instead of waiting.",147,30,0,1,I won't get a fine but that I should have approached him myself earlier instead of waiting,I won't get a fine but that I should have approached him myself earlier instead of waiting,17
5abb9bcff69e940001d9171e,Taking the bus/train without the ticket,"I had a 20 minute break between classes so I left the university because I wanted to buy something to eat. Just when I was walking by the bus stop, my bus was also passing by so I immediately boarded it without any hesitation. Even though I had a ticket with me I didn't validate it because I thought it was a waste to use it when it was only two stops. After a minute I was approached by the ticket inspector. When he asked me to show my ticket I told him that I couldn't validate it because I just boarded the bus and the ticket validator was turned off. He took the ticket from me and validated it for me by himself. He told me I won't get a fine but that I should have approached him myself earlier instead of waiting.",147,30,0,3,two stops,two stops,2
5abb9bcff69e940001d9171e,Taking the bus/train without the ticket,"I had a 20 minute break between classes so I left the university because I wanted to buy something to eat. Just when I was walking by the bus stop, my bus was also passing by so I immediately boarded it without any hesitation. Even though I had a ticket with me I didn't validate it because I thought it was a waste to use it when it was only two stops. After a minute I was approached by the ticket inspector. When he asked me to show my ticket I told him that I couldn't validate it because I just boarded the bus and the ticket validator was turned off. He took the ticket from me and validated it for me by himself. He told me I won't get a fine but that I should have approached him myself earlier instead of waiting.",147,30,0,4,20 minute break,I had a 20 minute break between classes so I left the university because I wanted,16
5abb9bcff69e940001d9171e,Taking the bus/train without the ticket,"I had a 20 minute break between classes so I left the university because I wanted to buy something to eat. Just when I was walking by the bus stop, my bus was also passing by so I immediately boarded it without any hesitation. Even though I had a ticket with me I didn't validate it because I thought it was a waste to use it when it was only two stops. After a minute I was approached by the ticket inspector. When he asked me to show my ticket I told him that I couldn't validate it because I just boarded the bus and the ticket validator was turned off. He took the ticket from me and validated it for me by himself. He told me I won't get a fine but that I should have approached him myself earlier instead of waiting.",147,30,0,5,I just boarded the bus,I just boarded the bus,5
5abbc97de1099600016a286a,Being hospitalised and undergoing surgery,"I was admitted in the morning, and only had the surgery in the afternoon. The operation was on the gallbladder, there was stones in the gallbladder and they had to be removed so as not to cause serious problems in the future. The surgery, via laparoscopy, they usually make 4 holes, but they had to make 2 more, because in the first one I started to bleed a lot, they must have caught some vein that was leaking a lot of blood. When I woke up from surgery, I was in pain and vomiting a lot.",96,22,0,1,they had to make 2 more,they had to make 2 more,6
5abbc97de1099600016a286a,Being hospitalised and undergoing surgery,"I was admitted in the morning, and only had the surgery in the afternoon. The operation was on the gallbladder, there was stones in the gallbladder and they had to be removed so as not to cause serious problems in the future. The surgery, via laparoscopy, they usually make 4 holes, but they had to make 2 more, because in the first one I started to bleed a lot, they must have caught some vein that was leaking a lot of blood. When I woke up from surgery, I was in pain and vomiting a lot.",96,22,0,2,I started to bleed a lot,I started to bleed a lot,6
5ad5b79ce704600001542ec7,A job interview for your dream job,I was asked to attend an interview for a job I had been eyeing for the longest time. The post finally became vacant and I immediately applied. There were about 400 applicants and I was so elated that I got asked to come in for an interview. The job was with a massive broadcaster in the territory. Luckily I knew the head of the legal team (we worked with him on a couple of matters in the past) and I was shortlisted. It was a rollercoaster of an interview - very professional but also quite fun. The interview took place online. I was so happy when I received the job offer.,110,25,1,1,Luckily I knew the head of the legal team (we worked with him on a couple of matters in the past) and I was shortlisted.,Luckily I knew the head of the legal team (we worked with him on a couple of matters in the past) and I was shortlisted.,25
